name_first,name_last,verb_first,verb_last,sub_first,sub_last,coord_first,coord_last,light_pun_first,light_pun_last,sent_pun_first,sent_pun_last
504449,500144,2081315,1962898,187252,174894,579860,532927,1586006,1437030,864861,834881
